dataset,article,strategy,summac
basil,basil_52_nyt,simple_fewshot,0.2454
basil,basil_52_nyt,simple_fewshot_mft,0.2441
basil,basil_52_nyt,vanilla,0.2501
basil,basil_54_fox,cot,0.2527
basil,basil_54_fox,cot_fewshot,0.2347
basil,basil_54_fox,cot_fewshot_mft,0.2333
basil,basil_54_fox,oracle,0.3251
basil,basil_54_fox,simple,0.2423
basil,basil_54_fox,simple_fewshot,0.2357
basil,basil_54_fox,simple_fewshot_mft,0.2339
basil,basil_54_fox,vanilla,0.2421
basil,basil_54_hpo,cot,0.2488
basil,basil_54_hpo,cot_fewshot,0.2601
basil,basil_54_hpo,cot_fewshot_mft,0.2863
basil,basil_54_hpo,oracle,0.3537
basil,basil_54_hpo,simple,0.218
basil,basil_54_hpo,simple_fewshot,0.2215
basil,basil_54_hpo,simple_fewshot_mft,0.2197
basil,basil_54_hpo,vanilla,0.227
basil,basil_54_nyt,cot,0.2357
basil,basil_54_nyt,cot_fewshot,0.2358
basil,basil_54_nyt,cot_fewshot_mft,0.2419
basil,basil_54_nyt,oracle,0.2514
basil,basil_54_nyt,simple,0.2394
basil,basil_54_nyt,simple_fewshot,0.2372
basil,basil_54_nyt,simple_fewshot_mft,0.2417
basil,basil_54_nyt,vanilla,0.2443
basil,basil_56_fox,cot,0.3463
basil,basil_56_fox,cot_fewshot,0.2654
basil,basil_56_fox,cot_fewshot_mft,0.3871
basil,basil_56_fox,oracle,0.2741
basil,basil_56_fox,simple,0.2957
basil,basil_56_fox,simple_fewshot,0.2469
basil,basil_56_fox,simple_fewshot_mft,0.2941
basil,basil_56_fox,vanilla,0.2718
basil,basil_56_hpo,cot,0.3005
basil,basil_56_hpo,cot_fewshot,0.2645
basil,basil_56_hpo,cot_fewshot_mft,0.283
basil,basil_56_hpo,oracle,0.2746
basil,basil_56_hpo,simple,0.2505
basil,basil_56_hpo,simple_fewshot,0.2875
basil,basil_56_hpo,simple_fewshot_mft,0.2379
basil,basil_56_hpo,vanilla,0.3342
basil,basil_56_nyt,cot,0.3141
basil,basil_56_nyt,cot_fewshot,0.2301
basil,basil_56_nyt,cot_fewshot_mft,0.2535
basil,basil_56_nyt,oracle,0.2752
basil,basil_56_nyt,simple,0.358
basil,basil_56_nyt,simple_fewshot,0.296
basil,basil_56_nyt,simple_fewshot_mft,0.2301
basil,basil_56_nyt,vanilla,0.2479
basil,basil_58_fox,cot,0.2283
basil,basil_58_fox,cot_fewshot,0.2941
basil,basil_58_fox,cot_fewshot_mft,0.2596
basil,basil_58_fox,oracle,0.2856
basil,basil_58_fox,simple,0.2533
basil,basil_58_fox,simple_fewshot,0.268
basil,basil_58_fox,simple_fewshot_mft,0.2204
basil,basil_58_fox,vanilla,0.2227
basil,basil_58_hpo,cot,0.3088
basil,basil_58_hpo,cot_fewshot,0.2365
basil,basil_58_hpo,cot_fewshot_mft,0.239
basil,basil_58_hpo,oracle,0.3317
basil,basil_58_hpo,simple,0.2421
basil,basil_58_hpo,simple_fewshot,0.2445
basil,basil_58_hpo,simple_fewshot_mft,0.2433
basil,basil_58_hpo,vanilla,0.2507
basil,basil_58_nyt,cot,0.2978
basil,basil_58_nyt,cot_fewshot,0.3463
basil,basil_58_nyt,cot_fewshot_mft,0.2824
basil,basil_58_nyt,oracle,0.2782
basil,basil_58_nyt,simple,0.286
basil,basil_58_nyt,simple_fewshot,0.275
basil,basil_58_nyt,simple_fewshot_mft,0.2771
basil,basil_58_nyt,vanilla,0.2755
basil,basil_5_fox,cot,0.2525
basil,basil_5_fox,cot_fewshot,0.2653
basil,basil_5_fox,cot_fewshot_mft,0.2523
basil,basil_5_fox,oracle,0.2506
basil,basil_5_fox,simple,0.251
basil,basil_5_fox,simple_fewshot,0.2527
basil,basil_5_fox,simple_fewshot_mft,0.2447
basil,basil_5_fox,vanilla,0.2514
basil,basil_5_hpo,cot,0.2993
basil,basil_5_hpo,cot_fewshot,0.2675
basil,basil_5_hpo,cot_fewshot_mft,0.3032
basil,basil_5_hpo,oracle,0.278
basil,basil_5_hpo,simple,0.242
basil,basil_5_hpo,simple_fewshot,0.2435
basil,basil_5_hpo,simple_fewshot_mft,0.2613
basil,basil_5_hpo,vanilla,0.3211
basil,basil_5_nyt,cot,0.2224
basil,basil_5_nyt,cot_fewshot,0.2556
basil,basil_5_nyt,cot_fewshot_mft,0.2225
basil,basil_5_nyt,oracle,0.2285
basil,basil_5_nyt,simple,0.2904
basil,basil_5_nyt,simple_fewshot,0.2417
basil,basil_5_nyt,simple_fewshot_mft,0.2214
basil,basil_5_nyt,vanilla,0.2827
basil,basil_60_fox,cot,0.2526
basil,basil_60_fox,cot_fewshot,0.2529
basil,basil_60_fox,cot_fewshot_mft,0.2464
basil,basil_60_fox,oracle,0.36
basil,basil_60_fox,simple,0.2466
basil,basil_60_fox,simple_fewshot,0.2476
basil,basil_60_fox,simple_fewshot_mft,0.2453
basil,basil_60_fox,vanilla,0.2418
basil,basil_60_hpo,cot,0.2285
basil,basil_60_hpo,cot_fewshot,0.2201
basil,basil_60_hpo,cot_fewshot_mft,0.2171
basil,basil_60_hpo,oracle,0.2221
basil,basil_60_hpo,simple,0.2251
basil,basil_60_hpo,simple_fewshot,0.2259
basil,basil_60_hpo,simple_fewshot_mft,0.2232
basil,basil_60_hpo,vanilla,0.2233
basil,basil_60_nyt,cot,0.2992
basil,basil_60_nyt,cot_fewshot,0.2702
basil,basil_60_nyt,cot_fewshot_mft,0.2458
basil,basil_60_nyt,oracle,0.2541
basil,basil_60_nyt,simple,0.2502
basil,basil_60_nyt,simple_fewshot,0.2205
basil,basil_60_nyt,simple_fewshot_mft,0.2258
basil,basil_60_nyt,vanilla,0.233
basil,basil_61_fox,cot,0.3406
basil,basil_61_fox,cot_fewshot,0.2713
basil,basil_61_fox,cot_fewshot_mft,0.2553
basil,basil_61_fox,oracle,0.2589
basil,basil_61_fox,simple,0.2519
basil,basil_61_fox,simple_fewshot,0.2568
basil,basil_61_fox,simple_fewshot_mft,0.2501
basil,basil_61_fox,vanilla,0.3191
basil,basil_61_hpo,cot,0.2909
basil,basil_61_hpo,cot_fewshot,-1.0
basil,basil_61_hpo,cot_fewshot_mft,-1.0
basil,basil_61_hpo,oracle,0.2573
basil,basil_61_hpo,simple,0.2222
basil,basil_61_hpo,simple_fewshot,-1.0
basil,basil_61_hpo,simple_fewshot_mft,-1.0
basil,basil_61_hpo,vanilla,0.2326
basil,basil_61_nyt,cot,0.3574
basil,basil_61_nyt,cot_fewshot,0.2924
basil,basil_61_nyt,cot_fewshot_mft,0.3487
basil,basil_61_nyt,oracle,0.2221
basil,basil_61_nyt,simple,0.2238
basil,basil_61_nyt,simple_fewshot,0.2239
basil,basil_61_nyt,simple_fewshot_mft,0.2277
basil,basil_61_nyt,vanilla,0.2286
basil,basil_64_fox,cot,0.2868
basil,basil_64_fox,cot_fewshot,0.3643
basil,basil_64_fox,cot_fewshot_mft,0.3369
basil,basil_64_fox,oracle,0.3563
basil,basil_64_fox,simple,0.2799
basil,basil_64_fox,simple_fewshot,0.3618
basil,basil_64_fox,simple_fewshot_mft,0.2767
basil,basil_64_fox,vanilla,0.2905
basil,basil_64_hpo,cot,0.2602
basil,basil_64_hpo,cot_fewshot,0.3154
basil,basil_64_hpo,cot_fewshot_mft,0.2611
basil,basil_64_hpo,oracle,0.2547
basil,basil_64_hpo,simple,0.2767
basil,basil_64_hpo,simple_fewshot,0.3502
basil,basil_64_hpo,simple_fewshot_mft,0.2646
basil,basil_64_hpo,vanilla,0.4039
basil,basil_64_nyt,cot,0.2622
basil,basil_64_nyt,cot_fewshot,0.2815
basil,basil_64_nyt,cot_fewshot_mft,0.2667
basil,basil_64_nyt,oracle,0.3437
basil,basil_64_nyt,simple,0.3354
basil,basil_64_nyt,simple_fewshot,0.2646
basil,basil_64_nyt,simple_fewshot_mft,0.2718
basil,basil_64_nyt,vanilla,0.3021
basil,basil_65_fox,cot,0.4505
basil,basil_65_fox,cot_fewshot,0.3492
basil,basil_65_fox,cot_fewshot_mft,0.44
basil,basil_65_fox,oracle,0.3062
basil,basil_65_fox,simple,0.2377
basil,basil_65_fox,simple_fewshot,0.2728
basil,basil_65_fox,simple_fewshot_mft,0.2229
basil,basil_65_fox,vanilla,0.3883
basil,basil_65_hpo,cot,0.2453
basil,basil_65_hpo,cot_fewshot,0.253
basil,basil_65_hpo,cot_fewshot_mft,0.2432
basil,basil_65_hpo,oracle,0.3104
basil,basil_65_hpo,simple,0.2538
basil,basil_65_hpo,simple_fewshot,0.245
basil,basil_65_hpo,simple_fewshot_mft,0.235
basil,basil_65_hpo,vanilla,0.24
basil,basil_65_nyt,cot,0.2527
basil,basil_65_nyt,cot_fewshot,0.2697
basil,basil_65_nyt,cot_fewshot_mft,0.2707
basil,basil_65_nyt,oracle,0.2416
basil,basil_65_nyt,simple,0.2576
basil,basil_65_nyt,simple_fewshot,0.2831
basil,basil_65_nyt,simple_fewshot_mft,0.2537
basil,basil_65_nyt,vanilla,0.255
basil,basil_67_fox,cot,0.2289
basil,basil_67_fox,cot_fewshot,0.2171
basil,basil_67_fox,cot_fewshot_mft,0.221
basil,basil_67_fox,oracle,0.251
basil,basil_67_fox,simple,0.2504
basil,basil_67_fox,simple_fewshot,0.214
basil,basil_67_fox,simple_fewshot_mft,0.2204
basil,basil_67_fox,vanilla,0.3129
basil,basil_67_hpo,cot,0.2458
basil,basil_67_hpo,cot_fewshot,0.2402
basil,basil_67_hpo,cot_fewshot_mft,0.2535
basil,basil_67_hpo,oracle,0.2658
basil,basil_67_hpo,simple,0.253
basil,basil_67_hpo,simple_fewshot,0.238
basil,basil_67_hpo,simple_fewshot_mft,0.2341
basil,basil_67_hpo,vanilla,0.4254
basil,basil_67_nyt,cot,0.2318
basil,basil_67_nyt,cot_fewshot,0.2388
basil,basil_67_nyt,cot_fewshot_mft,0.2471
basil,basil_67_nyt,oracle,0.2523
basil,basil_67_nyt,simple,0.2428
basil,basil_67_nyt,simple_fewshot,0.2406
basil,basil_67_nyt,simple_fewshot_mft,0.2426
basil,basil_67_nyt,vanilla,0.249
basil,basil_70_fox,cot,0.4182
basil,basil_70_fox,cot_fewshot,0.2793
basil,basil_70_fox,cot_fewshot_mft,0.2452
basil,basil_70_fox,oracle,0.2854
basil,basil_70_fox,simple,0.27
basil,basil_70_fox,simple_fewshot,0.2466
basil,basil_70_fox,simple_fewshot_mft,0.2457
basil,basil_70_fox,vanilla,0.2775
basil,basil_70_hpo,cot,0.2261
basil,basil_70_hpo,cot_fewshot,-1.0
basil,basil_70_hpo,cot_fewshot_mft,-1.0
basil,basil_70_hpo,oracle,0.2141
basil,basil_70_hpo,simple,0.2128
basil,basil_70_hpo,simple_fewshot,-1.0
basil,basil_70_hpo,simple_fewshot_mft,-1.0
basil,basil_70_hpo,vanilla,0.2101
basil,basil_70_nyt,cot,0.4635
basil,basil_70_nyt,cot_fewshot,0.3353
basil,basil_70_nyt,cot_fewshot_mft,0.3165
basil,basil_70_nyt,oracle,0.3437
basil,basil_70_nyt,simple,0.3238
basil,basil_70_nyt,simple_fewshot,0.3744
basil,basil_70_nyt,simple_fewshot_mft,0.3337
basil,basil_70_nyt,vanilla,0.3562
basil,basil_72_fox,cot,0.4633
basil,basil_72_fox,cot_fewshot,0.3992
basil,basil_72_fox,cot_fewshot_mft,0.3537
basil,basil_72_fox,oracle,0.347
basil,basil_72_fox,simple,0.2259
basil,basil_72_fox,simple_fewshot,0.2301
basil,basil_72_fox,simple_fewshot_mft,0.2193
basil,basil_72_fox,vanilla,0.4645
basil,basil_72_hpo,cot,0.2437
basil,basil_72_hpo,cot_fewshot,0.2908
basil,basil_72_hpo,cot_fewshot_mft,0.3566
basil,basil_72_hpo,oracle,0.2652
basil,basil_72_hpo,simple,0.3027
basil,basil_72_hpo,simple_fewshot,0.2814
basil,basil_72_hpo,simple_fewshot_mft,0.2452
basil,basil_72_hpo,vanilla,0.3152
basil,basil_72_nyt,cot,0.2501
basil,basil_72_nyt,cot_fewshot,0.3124
basil,basil_72_nyt,cot_fewshot_mft,0.2528
basil,basil_72_nyt,oracle,0.2786
basil,basil_72_nyt,simple,0.2564
basil,basil_72_nyt,simple_fewshot,0.2502
basil,basil_72_nyt,simple_fewshot_mft,0.2481
basil,basil_72_nyt,vanilla,0.2876
basil,basil_74_fox,cot,0.5289
basil,basil_74_fox,cot_fewshot,0.3098
basil,basil_74_fox,cot_fewshot_mft,0.3998
basil,basil_74_fox,oracle,0.4119
basil,basil_74_fox,simple,0.2549
basil,basil_74_fox,simple_fewshot,0.2544
basil,basil_74_fox,simple_fewshot_mft,0.2511
basil,basil_74_fox,vanilla,0.2646
basil,basil_74_hpo,cot,-1.0
basil,basil_74_hpo,cot_fewshot,-1.0
basil,basil_74_hpo,cot_fewshot_mft,-1.0
basil,basil_74_hpo,oracle,-1.0
basil,basil_74_hpo,simple,-1.0
basil,basil_74_hpo,simple_fewshot,-1.0
basil,basil_74_hpo,simple_fewshot_mft,0.22
basil,basil_74_hpo,vanilla,-1.0
basil,basil_74_nyt,cot,-1.0
basil,basil_74_nyt,cot_fewshot,0.2667
basil,basil_74_nyt,cot_fewshot_mft,0.2597
basil,basil_74_nyt,oracle,-1.0
basil,basil_74_nyt,simple,-1.0
basil,basil_74_nyt,simple_fewshot,0.2541
basil,basil_74_nyt,simple_fewshot_mft,0.2596
basil,basil_74_nyt,vanilla,-1.0
basil,basil_76_fox,cot,0.242
basil,basil_76_fox,cot_fewshot,-1.0
basil,basil_76_fox,cot_fewshot_mft,-1.0
basil,basil_76_fox,oracle,0.2587
basil,basil_76_fox,simple,0.2403
basil,basil_76_fox,simple_fewshot,-1.0
basil,basil_76_fox,simple_fewshot_mft,-1.0
basil,basil_76_fox,vanilla,0.2486
basil,basil_76_hpo,cot,0.4958
basil,basil_76_hpo,cot_fewshot,-1.0
basil,basil_76_hpo,cot_fewshot_mft,0.3051
basil,basil_76_hpo,oracle,-1.0
basil,basil_76_hpo,simple,-1.0
basil,basil_76_hpo,simple_fewshot,0.3188
basil,basil_76_hpo,simple_fewshot_mft,-1.0
basil,basil_76_hpo,vanilla,-1.0
basil,basil_76_nyt,cot,-1.0
basil,basil_76_nyt,cot_fewshot,-1.0
basil,basil_76_nyt,cot_fewshot_mft,-1.0
basil,basil_76_nyt,oracle,-1.0
basil,basil_76_nyt,simple,-1.0
basil,basil_76_nyt,simple_fewshot,-1.0
basil,basil_76_nyt,simple_fewshot_mft,-1.0
basil,basil_76_nyt,vanilla,-1.0
basil,basil_79_fox,cot,0.3518
basil,basil_79_fox,cot_fewshot,0.3627
basil,basil_79_fox,cot_fewshot_mft,0.4125
basil,basil_79_fox,oracle,0.3814
basil,basil_79_fox,simple,0.2414
basil,basil_79_fox,simple_fewshot,0.3665
basil,basil_79_fox,simple_fewshot_mft,0.2511
basil,basil_79_fox,vanilla,0.496
basil,basil_79_hpo,cot,0.2843
basil,basil_79_hpo,cot_fewshot,0.2306
basil,basil_79_hpo,cot_fewshot_mft,0.246
basil,basil_79_hpo,oracle,0.2499
basil,basil_79_hpo,simple,0.2245
basil,basil_79_hpo,simple_fewshot,0.239
basil,basil_79_hpo,simple_fewshot_mft,0.2437
basil,basil_79_hpo,vanilla,0.3267
basil,basil_79_nyt,cot,0.3542
basil,basil_79_nyt,cot_fewshot,0.2301
basil,basil_79_nyt,cot_fewshot_mft,0.2368
basil,basil_79_nyt,oracle,0.2267
basil,basil_79_nyt,simple,0.2287
basil,basil_79_nyt,simple_fewshot,0.2283
basil,basil_79_nyt,simple_fewshot_mft,0.2389
basil,basil_79_nyt,vanilla,0.2348
basil,basil_80_fox,cot,0.2325
basil,basil_80_fox,cot_fewshot,0.2273
basil,basil_80_fox,cot_fewshot_mft,0.2182
basil,basil_80_fox,oracle,0.2228
basil,basil_80_fox,simple,0.22
basil,basil_80_fox,simple_fewshot,0.2225
basil,basil_80_fox,simple_fewshot_mft,0.2291
basil,basil_80_fox,vanilla,0.226
basil,basil_80_hpo,cot,0.2105
basil,basil_80_hpo,cot_fewshot,0.2115
basil,basil_80_hpo,cot_fewshot_mft,0.2891
basil,basil_80_hpo,oracle,0.2172
basil,basil_80_hpo,simple,0.2176
basil,basil_80_hpo,simple_fewshot,0.3467
basil,basil_80_hpo,simple_fewshot_mft,0.2082
basil,basil_80_hpo,vanilla,0.3575
basil,basil_80_nyt,cot,0.2276
basil,basil_80_nyt,cot_fewshot,0.2234
basil,basil_80_nyt,cot_fewshot_mft,0.2265
basil,basil_80_nyt,oracle,0.2255
basil,basil_80_nyt,simple,0.2221
basil,basil_80_nyt,simple_fewshot,0.2234
basil,basil_80_nyt,simple_fewshot_mft,0.2218
basil,basil_80_nyt,vanilla,0.2275
basil,basil_84_fox,cot,0.2489
basil,basil_84_fox,cot_fewshot,0.3616
basil,basil_84_fox,cot_fewshot_mft,0.3319
basil,basil_84_fox,oracle,0.258
basil,basil_84_fox,simple,0.3092
basil,basil_84_fox,simple_fewshot,0.2422
basil,basil_84_fox,simple_fewshot_mft,0.2569
basil,basil_84_fox,vanilla,0.3487
basil,basil_84_hpo,cot,0.2866
basil,basil_84_hpo,cot_fewshot,0.3218
basil,basil_84_hpo,cot_fewshot_mft,0.2843
basil,basil_84_hpo,oracle,0.258
basil,basil_84_hpo,simple,0.2989
basil,basil_84_hpo,simple_fewshot,0.2232
basil,basil_84_hpo,simple_fewshot_mft,0.2284
basil,basil_84_hpo,vanilla,0.2337
basil,basil_84_nyt,cot,0.2842
basil,basil_84_nyt,cot_fewshot,0.3148
basil,basil_84_nyt,cot_fewshot_mft,0.3257
basil,basil_84_nyt,oracle,0.3201
basil,basil_84_nyt,simple,0.2851
basil,basil_84_nyt,simple_fewshot,0.3136
basil,basil_84_nyt,simple_fewshot_mft,0.3069
basil,basil_84_nyt,vanilla,0.2908
basil,basil_85_fox,cot,0.254
basil,basil_85_fox,cot_fewshot,0.2271
basil,basil_85_fox,cot_fewshot_mft,0.2416
basil,basil_85_fox,oracle,0.3839
basil,basil_85_fox,simple,0.2824
basil,basil_85_fox,simple_fewshot,0.2817
basil,basil_85_fox,simple_fewshot_mft,0.2544
basil,basil_85_fox,vanilla,0.3452
basil,basil_85_hpo,cot,0.8192
basil,basil_85_hpo,cot_fewshot,0.6432
basil,basil_85_hpo,cot_fewshot_mft,0.77
basil,basil_85_hpo,oracle,0.5864
basil,basil_85_hpo,simple,0.4882
basil,basil_85_hpo,simple_fewshot,0.5864
basil,basil_85_hpo,simple_fewshot_mft,0.5358
basil,basil_85_hpo,vanilla,0.7614
basil,basil_85_nyt,cot,0.2823
basil,basil_85_nyt,cot_fewshot,0.2758
basil,basil_85_nyt,cot_fewshot_mft,0.3055
basil,basil_85_nyt,oracle,0.3022
basil,basil_85_nyt,simple,0.2335
basil,basil_85_nyt,simple_fewshot,0.3063
basil,basil_85_nyt,simple_fewshot_mft,0.2449
basil,basil_85_nyt,vanilla,0.3014
basil,basil_88_fox,cot,0.2848
basil,basil_88_fox,cot_fewshot,0.2421
basil,basil_88_fox,cot_fewshot_mft,0.2399
basil,basil_88_fox,oracle,0.2962
basil,basil_88_fox,simple,0.2429
basil,basil_88_fox,simple_fewshot,0.2476
basil,basil_88_fox,simple_fewshot_mft,0.2653
basil,basil_88_fox,vanilla,0.2986
basil,basil_88_hpo,cot,0.2453
basil,basil_88_hpo,cot_fewshot,0.2388
basil,basil_88_hpo,cot_fewshot_mft,0.245
basil,basil_88_hpo,oracle,0.3606
basil,basil_88_hpo,simple,0.2579
basil,basil_88_hpo,simple_fewshot,0.2501
basil,basil_88_hpo,simple_fewshot_mft,0.3906
basil,basil_88_hpo,vanilla,0.3652
basil,basil_88_nyt,cot,0.2849
basil,basil_88_nyt,cot_fewshot,0.2806
basil,basil_88_nyt,cot_fewshot_mft,0.2845
basil,basil_88_nyt,oracle,0.2509
basil,basil_88_nyt,simple,0.2734
basil,basil_88_nyt,simple_fewshot,0.2744
basil,basil_88_nyt,simple_fewshot_mft,0.2603
basil,basil_88_nyt,vanilla,0.2663
basil,basil_89_fox,cot,0.2516
basil,basil_89_fox,cot_fewshot,0.2484
basil,basil_89_fox,cot_fewshot_mft,0.2791
basil,basil_89_fox,oracle,0.2633
basil,basil_89_fox,simple,0.245
basil,basil_89_fox,simple_fewshot,0.2765
basil,basil_89_fox,simple_fewshot_mft,0.3032
basil,basil_89_fox,vanilla,0.2454
basil,basil_89_hpo,cot,0.2506
basil,basil_89_hpo,cot_fewshot,0.3288
basil,basil_89_hpo,cot_fewshot_mft,0.2496
basil,basil_89_hpo,oracle,0.4387
basil,basil_89_hpo,simple,0.2545
basil,basil_89_hpo,simple_fewshot,0.2432
basil,basil_89_hpo,simple_fewshot_mft,0.2453
basil,basil_89_hpo,vanilla,0.2477
basil,basil_89_nyt,cot,0.2762
basil,basil_89_nyt,cot_fewshot,0.2619
basil,basil_89_nyt,cot_fewshot_mft,0.2803
basil,basil_89_nyt,oracle,0.2738
basil,basil_89_nyt,simple,0.2742
basil,basil_89_nyt,simple_fewshot,0.2737
basil,basil_89_nyt,simple_fewshot_mft,0.2626
basil,basil_89_nyt,vanilla,0.271
basil,basil_8_fox,cot,0.2416
basil,basil_8_fox,cot_fewshot,0.2372
basil,basil_8_fox,cot_fewshot_mft,0.3142
basil,basil_8_fox,oracle,0.2464
basil,basil_8_fox,simple,0.2417
basil,basil_8_fox,simple_fewshot,0.2401
basil,basil_8_fox,simple_fewshot_mft,0.2579
basil,basil_8_fox,vanilla,0.2456
basil,basil_8_hpo,cot,0.2477
basil,basil_8_hpo,cot_fewshot,0.2693
basil,basil_8_hpo,cot_fewshot_mft,0.2553
basil,basil_8_hpo,oracle,0.2566
basil,basil_8_hpo,simple,0.2669
basil,basil_8_hpo,simple_fewshot,0.2461
basil,basil_8_hpo,simple_fewshot_mft,0.27
basil,basil_8_hpo,vanilla,0.2746
basil,basil_8_nyt,cot,0.3235
basil,basil_8_nyt,cot_fewshot,0.3135
basil,basil_8_nyt,cot_fewshot_mft,0.2435
basil,basil_8_nyt,oracle,0.2459
basil,basil_8_nyt,simple,0.2403
basil,basil_8_nyt,simple_fewshot,0.3444
basil,basil_8_nyt,simple_fewshot_mft,0.2378
basil,basil_8_nyt,vanilla,0.3138
basil,basil_90_fox,cot,0.5584
basil,basil_90_fox,cot_fewshot,0.5223
basil,basil_90_fox,cot_fewshot_mft,0.3741
basil,basil_90_fox,oracle,0.5236
basil,basil_90_fox,simple,0.3193
basil,basil_90_fox,simple_fewshot,0.2674
basil,basil_90_fox,simple_fewshot_mft,0.2462
basil,basil_90_fox,vanilla,0.3774
basil,basil_90_hpo,cot,0.3171
basil,basil_90_hpo,cot_fewshot,0.2291
basil,basil_90_hpo,cot_fewshot_mft,-1.0
basil,basil_90_hpo,oracle,0.5131
basil,basil_90_hpo,simple,0.2902
basil,basil_90_hpo,simple_fewshot,0.4175
basil,basil_90_hpo,simple_fewshot_mft,0.2316
basil,basil_90_hpo,vanilla,0.4136
basil,basil_90_nyt,cot,0.3123
basil,basil_90_nyt,cot_fewshot,0.2903
basil,basil_90_nyt,cot_fewshot_mft,-1.0
basil,basil_90_nyt,oracle,0.2877
basil,basil_90_nyt,simple,0.3283
basil,basil_90_nyt,simple_fewshot,0.3129
basil,basil_90_nyt,simple_fewshot_mft,-1.0
basil,basil_90_nyt,vanilla,0.2879
basil,basil_92_fox,cot,0.2937
basil,basil_92_fox,cot_fewshot,0.3402
basil,basil_92_fox,cot_fewshot_mft,0.3815
basil,basil_92_fox,oracle,0.3849
basil,basil_92_fox,simple,0.2537
basil,basil_92_fox,simple_fewshot,0.2382
basil,basil_92_fox,simple_fewshot_mft,0.2368
basil,basil_92_fox,vanilla,0.2962
basil,basil_92_hpo,cot,0.2891
basil,basil_92_hpo,cot_fewshot,0.2566
basil,basil_92_hpo,cot_fewshot_mft,0.3261
basil,basil_92_hpo,oracle,0.2508
basil,basil_92_hpo,simple,0.258
basil,basil_92_hpo,simple_fewshot,0.2923
basil,basil_92_hpo,simple_fewshot_mft,0.2435
basil,basil_92_hpo,vanilla,0.333
basil,basil_92_nyt,cot,0.2897
basil,basil_92_nyt,cot_fewshot,0.5638
basil,basil_92_nyt,cot_fewshot_mft,0.3171
basil,basil_92_nyt,oracle,0.3965
basil,basil_92_nyt,simple,0.3354
basil,basil_92_nyt,simple_fewshot,0.2704
basil,basil_92_nyt,simple_fewshot_mft,0.4046
basil,basil_92_nyt,vanilla,0.3258
basil,basil_93_fox,cot,0.3249
basil,basil_93_fox,cot_fewshot,0.2968
basil,basil_93_fox,cot_fewshot_mft,0.3192
basil,basil_93_fox,oracle,0.2988
basil,basil_93_fox,simple,0.3085
basil,basil_93_fox,simple_fewshot,0.3009
basil,basil_93_fox,simple_fewshot_mft,0.3572
basil,basil_93_fox,vanilla,0.3052
basil,basil_93_hpo,cot,0.2393
basil,basil_93_hpo,cot_fewshot,0.2325
basil,basil_93_hpo,cot_fewshot_mft,0.246
basil,basil_93_hpo,oracle,0.2365
basil,basil_93_hpo,simple,0.3124
basil,basil_93_hpo,simple_fewshot,0.2561
basil,basil_93_hpo,simple_fewshot_mft,0.2369
basil,basil_93_hpo,vanilla,0.4248
basil,basil_93_nyt,cot,0.3307
basil,basil_93_nyt,cot_fewshot,0.4623
basil,basil_93_nyt,cot_fewshot_mft,0.3008
basil,basil_93_nyt,oracle,0.2824
basil,basil_93_nyt,simple,0.2948
basil,basil_93_nyt,simple_fewshot,0.2986
basil,basil_93_nyt,simple_fewshot_mft,0.2878
basil,basil_93_nyt,vanilla,0.2902
basil,basil_97_fox,cot,0.2343
basil,basil_97_fox,cot_fewshot,0.4155
basil,basil_97_fox,cot_fewshot_mft,0.243
basil,basil_97_fox,oracle,0.2563
basil,basil_97_fox,simple,0.2464
basil,basil_97_fox,simple_fewshot,0.2305
basil,basil_97_fox,simple_fewshot_mft,0.24
basil,basil_97_fox,vanilla,0.2988
basil,basil_97_hpo,cot,0.259
basil,basil_97_hpo,cot_fewshot,0.2469
basil,basil_97_hpo,cot_fewshot_mft,0.2497
basil,basil_97_hpo,oracle,0.2557
basil,basil_97_hpo,simple,0.2482
basil,basil_97_hpo,simple_fewshot,0.2597
basil,basil_97_hpo,simple_fewshot_mft,0.2601
basil,basil_97_hpo,vanilla,0.2602
basil,basil_97_nyt,cot,0.2538
basil,basil_97_nyt,cot_fewshot,0.2524
basil,basil_97_nyt,cot_fewshot_mft,0.2615
basil,basil_97_nyt,oracle,0.2597
basil,basil_97_nyt,simple,0.2537
basil,basil_97_nyt,simple_fewshot,0.2551
basil,basil_97_nyt,simple_fewshot_mft,0.2465
basil,basil_97_nyt,vanilla,0.2699
basil,basil_99_fox,cot,0.2465
basil,basil_99_fox,cot_fewshot,0.233
basil,basil_99_fox,cot_fewshot_mft,0.2402
basil,basil_99_fox,oracle,0.2495
basil,basil_99_fox,simple,0.2373
basil,basil_99_fox,simple_fewshot,0.2379
basil,basil_99_fox,simple_fewshot_mft,0.2352
basil,basil_99_fox,vanilla,0.2392
basil,basil_99_hpo,cot,0.2484
basil,basil_99_hpo,cot_fewshot,0.2536
basil,basil_99_hpo,cot_fewshot_mft,0.2355
basil,basil_99_hpo,oracle,0.2396
basil,basil_99_hpo,simple,0.2279
basil,basil_99_hpo,simple_fewshot,0.2944
basil,basil_99_hpo,simple_fewshot_mft,0.2385
basil,basil_99_hpo,vanilla,0.2766
basil,basil_99_nyt,cot,0.3027
basil,basil_99_nyt,cot_fewshot,0.3092
basil,basil_99_nyt,cot_fewshot_mft,0.2891
basil,basil_99_nyt,oracle,0.2962
basil,basil_99_nyt,simple,0.3418
basil,basil_99_nyt,simple_fewshot,0.2934
basil,basil_99_nyt,simple_fewshot_mft,0.2841
